code,status,similarity,url
758,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/758
759,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/759
760,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/760
761,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/761
762,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/762
801,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/801
802,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/802
803,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/803
804,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/804
805,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/805
806,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/806
807,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/807
808,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/808
809,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/809
810,原本已一致,98.80%,https://www.hymnal.net/zh/hymn/ts/810
811,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/811
812,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/812
813,原本已一致,98.60%,https://www.hymnal.net/zh/hymn/ts/813
814,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/814
815,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/815
816,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/816
817,原本已一致,99.70%,https://www.hymnal.net/zh/hymn/ts/817
818,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/818
819,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/819
820,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/820
821,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/821
822,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/822
823,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/823
824,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/824
825,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/825
826,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/826
827,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/827
828,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/828
829,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/829
830,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/830
831,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/831
832,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/832
833,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/833
834,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/834
835,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/835
836,已修正換行,99.50%,https://www.hymnal.net/zh/hymn/ts/836
837,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/837
838,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/838
839,原本已一致,99.10%,https://www.hymnal.net/zh/hymn/ts/839
840,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/840
841,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/841
842,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/842
843,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/843
844,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/844
845,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/845
846,原本已一致,99.50%,https://www.hymnal.net/zh/hymn/ts/846
847,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/847
848,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/848
849,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/849
850,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/850
851,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/851
852,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/852
853,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/853
854,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/854
855,原本已一致,98.70%,https://www.hymnal.net/zh/hymn/ts/855
856,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/856
857,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/857
858,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/858
859,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/859
860,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/860
861,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/861
862,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/862
863,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/863
864,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/864
865,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/865
866,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/866
867,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/867
868,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/868
869,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/869
870,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/870
871,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/871
872,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/872
873,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/873
874,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/874
875,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/875
876,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/876
877,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/877
878,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/878
879,已修正換行,99.30%,https://www.hymnal.net/zh/hymn/ts/879
880,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/880
901,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/901
902,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/902
903,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/903
904,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/904
905,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/905
906,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/906
907,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/907
908,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/908
909,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/909
910,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/910
911,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/911
912,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/912
913,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/913
914,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/914
915,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/915
916,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/916
917,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/917
918,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/918
919,原本已一致,99.10%,https://www.hymnal.net/zh/hymn/ts/919
920,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/920
921,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/921
922,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/922
923,已修正換行,98.50%,https://www.hymnal.net/zh/hymn/ts/923
924,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/924
925,原本已一致,99.80%,https://www.hymnal.net/zh/hymn/ts/925
926,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/926
927,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/927
928,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/928
929,已修正換行,98.30%,https://www.hymnal.net/zh/hymn/ts/929
930,歌詞版本不同，未修改,,https://www.hymnal.net/zh/hymn/ts/930
1001,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/1001
1002,原本已一致,100%,https://www.hymnal.net/zh/hymn/ts/1002
1003,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/1003
1004,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/1004
1005,已修正換行,100%,https://www.hymnal.net/zh/hymn/ts/1005
